"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"rings:Body_Ident_Base:1               ","Class","Body_Ident_Base","1.0.0.0","rings","The Body_Ident_Base class provides multiple attributes that can be used to identify a physical object (spacecraft, planet instrument, transmitter, system barycenter, etc.). At least one must be used. ","rings","","","","","","","","","","",""
"rings:Normal_Mode_Parameters:2         rings:normal_mode_phase:1             ","Attribute","normal_mode_phase","n/a","rings","The phase of the normal mode at epoch specified by epoch_ring_fit_utc for the ring identified in the enclosing class. A value of -9.99X10^99 indicates there is no normal mode for the ring. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Normal_Mode_Parameters:2         rings:normal_mode_phase_uncert:1      ","Attribute","normal_mode_phase_uncert","n/a","rings","The uncertainty in the value for the normal_mode_phase of the ring identified in the enclosing class. A value of -9.99X10^99 indicates there is no normal mode for the ring. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Normal_Mode_Parameters:2         rings:normal_mode_pattern_speed:1     ","Attribute","normal_mode_pattern_speed","n/a","rings","The pattern speed of the normal mode in the ring identified in the enclosing class. A value of -9.99X10^99 indicates there is no normal mode for the ring. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"rings:Normal_Mode_Parameters:2         rings:normal_mode_pattern_speed_uncert:1","Attribute","normal_mode_pattern_speed_uncert","n/a","rings","The uncertainty in the pattern speed of the normal mode in the ring identified in the enclosing class. A value of -9.99X10^99 indicates there is no normal mode for the ring. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"rings:Normal_Mode_Parameters:2         rings:normal_mode_wavenumber:1        ","Attribute","normal_mode_wavenumber","n/a","rings","The wave number of the normal mode in the ring identified in the enclosing class. A value of -999 indicates there is no normal mode for the ring. ","rings","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"rings:Global_Model_Parameters:1       ","Class","Global_Model_Parameters","1.0.0.0","rings","This class provides the general parameters used to generate a ring model.","rings","","","","","","","","","","",""
"rings:Global_Model_Parameters:2        pds:local_identifier:1              ","Attribute","local_identifier","n/a","pds","The local_identifier attribute provides a character string which uniquely identifies the containing object within the label.","TBD_steward","ASCII_Local_Identifier","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"rings:Global_Model_Parameters:2        rings:epoch_ring_fit_utc:1            ","Attribute","epoch_ring_fit_utc","n/a","rings","The epoch for the ring orbital elements given in this product. Format is YYYY-MM-DDTHH:MM:SS.SSSZ and may be truncated. ","rings","ASCII_Date_Time_YMD_UTC","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Central_Body_Parameters:1       ","Class","Central_Body_Parameters","1.0.0.0","rings","This class provides the parameters used to generate a ring model which are specific to the central body.","rings","","","","","","","","","","",""
"rings:Central_Body_Parameters:2        rings:gmass:1                         ","Attribute","gmass","n/a","rings","The product of the Gravitational constant and the mass of the identified body. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Gmass","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:grav_ref_radius:1               ","Attribute","grav_ref_radius","n/a","rings","The reference radius for the gravitational harmonic coefficients of the body identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:j2:1                            ","Attribute","j2","n/a","rings","The J2 gravitational harmonic coefficient of the body identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:j4:1                            ","Attribute","j4","n/a","rings","The J4 gravitational harmonic coefficient of the body identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:j6:1                            ","Attribute","j6","n/a","rings","The J6 gravitational harmonic coefficient of the body identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:j8:1                            ","Attribute","j8","n/a","rings","The J8 gravitational harmonic coefficient of the body identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:pole_right_ascension_angle:1    ","Attribute","pole_right_ascension_angle","n/a","rings","The right ascension (RA) of the pole of the specified body, given in angular measurements. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:pole_right_ascension_angle_uncert:1","Attribute","pole_right_ascension_angle_uncert","n/a","rings","The uncertainty of the right ascension (RA) of the pole of the specified body, given in angular measurements. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:pole_declination_angle:1        ","Attribute","pole_declination_angle","n/a","rings","The declination (Dec) of the pole of the specified body, given in angular measurements. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:pole_declination_angle_uncert:1 ","Attribute","pole_declination_angle_uncert","n/a","rings","The uncertainty of the declination (Dec) of the pole of the specified body, given in angular measurements. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        pds:local_identifier:1              ","Attribute","local_identifier","n/a","pds","The local_identifier attribute provides a character string which uniquely identifies the containing object within the label.","TBD_steward","ASCII_Local_Identifier","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"rings:Central_Body_Parameters:2        rings:body_spice_name:1               ","Attribute","body_spice_name","n/a","rings","The body_spice_name attribute is a NAIF-recognized string identifier for a physical object (spacecraft, planet, instrument transmitter, system barycenter, etc.), associated with the data. ","rings","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Central_Body_Parameters:2        pds:name:1                          ","Attribute","name","n/a","pds","The name attribute provides a word or combination of words by which the object is known.","TBD_steward","UTF8_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"rings:Satellite_Parameters:1          ","Class","Satellite_Parameters","1.0.0.0","rings","This class provides the parameters used to generate a ring model which are specific to a single satellite.","rings","","","","","","","","","","",""
"rings:Satellite_Parameters:2           pds:local_identifier:1              ","Attribute","local_identifier","n/a","pds","The local_identifier attribute provides a character string which uniquely identifies the containing object within the label.","TBD_steward","ASCII_Local_Identifier","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
